"","X","classification_id","user_name","user_id","user_ip","workflow_id","workflow_name","workflow_version","created_at","gold_standard","expert","metadata","annotations","subject_data","subject_ids"
"1111",32096,191980011,"Weigartz",1927542,"d29968826296197fa3ca",12161,"Workflow 1.1",6.5,"2019-11-21 04:02:05 UTC",NA,NA,"{""source"":""api"",""session"":""995e28da58064e3238d87aa865583c088f93c582f29391ad49886a6d9ada71c4"",""viewport"":{""width"":1304,""height"":665},""started_at"":""2019-11-21T04:01:58.660Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2019-11-21T04:02:05.219Z"",""live_project"":true,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":762,""clientHeight"":423,""naturalWidth"":2000,""naturalHeight"":1111},{""clientWidth"":762,""clientHeight"":423,""naturalWidth"":2000,""naturalHeight"":1111},{""clientWidth"":762,""clientHeight"":423,""naturalWidth"":2000,""naturalHeight"":1111}],""subject_selection_state"":{""retired"":false,""selected_at"":""2019-11-21T04:01:13.268Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""24539""}","[{""task"":""T0"",""value"":[{""choice"":""NOTHINGHERE"",""answers"":{},""filters"":{}}]}]","{""37820698"":{""retired"":null,"""":""1683"",""Num"":""1683"",""Image1"":""28_08_DEG_0538.JPG"",""Image2"":""28_08_DEG_0539.JPG"",""Image3"":""28_08_DEG_0540.JPG""}}",37820698
"1112",7624,188977911,"Egsarg",1880210,"1a4694018d3ec8701fb9",12161,"Workflow 1.1",6.5,"2019-10-31 21:36:27 UTC",NA,NA,"{""source"":""api"",""session"":""4d126037fc45aac82192022043f36a41e30d107023fa2877767527befe3909a1"",""viewport"":{""width"":320,""height"":489},""started_at"":""2019-10-31T21:35:47.600Z"",""user_agent"":""Mozilla/5.0 (Linux; Android 7.0; SM-G920V) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.62 Mobile Safari/537.36"",""utc_offset"":""14400"",""finished_at"":""2019-10-31T21:36:27.250Z"",""live_project"":true,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":272,""clientHeight"":151,""naturalWidth"":2000,""naturalHeight"":1111},{""clientWidth"":272,""clientHeight"":151,""naturalWidth"":2000,""naturalHeight"":1111},{""clientWidth"":272,""clientHeight"":151,""naturalWidth"":2000,""naturalHeight"":1111}],""subject_selection_state"":{""retired"":false,""selected_at"":""2019-10-31T21:34:45.086Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""24539""}","[{""task"":""T0"",""value"":[{""choice"":""NOTHINGHERE"",""answers"":{},""filters"":{}}]}]","{""37162215"":{""retired"":{""id"":51241244,""workflow_id"":12161,""classifications_count"":5,""created_at"":""2019-10-02T16:22:10.801Z"",""updated_at"":""2019-11-17T23:54:56.688Z"",""retired_at"":""2019-11-17T23:54:56.673Z"",""subject_id"":37162215,""retirement_reason"":""classification_count""},""Num"":""3899"",""!Batch"":""1"",""!Round"":""2"",""Image1"":""23_16_SH_0016.JPG"",""Image2"":""23_16_SH_0017.JPG"",""Image3"":""23_16_SH_0018.JPG"",""CamModel"":""Browning"",""#CamNumber"":""23"",""#SDCardNum"":""16"",""!ForestType"":""Deciduous"",""#ForestName"":""SH""}}",37162215
"1113",23014,190514150,"jackskiff",1947084,"6fce7b78af2ec2df5d85",12161,"Workflow 1.1",6.5,"2019-11-11 00:11:38 UTC",NA,NA,"{""source"":""api"",""session"":""c21c43ea9bb56e0d528d5902b9a7a3e46f04d213876d3085167aff792bb01fde"",""viewport"":{""width"":1440,""height"":652},""started_at"":""2019-11-11T00:11:29.804Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2019-11-11T00:11:38.347Z"",""live_project"":true,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":782,""clientHeight"":587,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":782,""clientHeight"":587,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":782,""clientHeight"":587,""naturalWidth"":2000,""naturalHeight"":1500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2019-11-10T23:39:44.650Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""24539""}","[{""task"":""T0"",""value"":[{""choice"":""NOTHINGHERE"",""answers"":{},""filters"":{}}]}]","{""37157192"":{""retired"":{""id"":51244714,""workflow_id"":12161,""classifications_count"":5,""created_at"":""2019-10-02T17:52:03.312Z"",""updated_at"":""2019-11-11T00:11:38.829Z"",""retired_at"":""2019-11-11T00:11:38.819Z"",""subject_id"":37157192,""retirement_reason"":""classification_count""},""Num"":""623"",""!Batch"":""1"",""!Round"":""2"",""Image1"":""06_09_DON_001303.JPG"",""Image2"":""06_09_DON_001304.JPG"",""Image3"":""06_09_DON_001305.JPG"",""CamModel"":""Bushnell HD"",""#CamNumber"":""6"",""#SDCardNum"":""9"",""!ForestType"":""Deciduous"",""#ForestName"":""DON""}}",37157192
"1114",26037,190714724,"Rodne5262",1942046,"489202e586164d617778",12161,"Workflow 1.1",6.5,"2019-11-12 02:51:47 UTC",NA,NA,"{""source"":""api"",""session"":""6e3f420edd01b2b5a94636d3d33320fa8bbad3a72afc2834995e652e18541a89"",""viewport"":{""width"":1280,""height"":609},""started_at"":""2019-11-12T02:51:32.112Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2019-11-12T02:51:46.185Z"",""live_project"":true,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":731,""clientHeight"":548,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":731,""clientHeight"":548,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":731,""clientHeight"":548,""naturalWidth"":2000,""naturalHeight"":1500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2019-11-12T02:49:19.496Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""24539""}","[{""task"":""T0"",""value"":[{""choice"":""NOTHINGHERE"",""answers"":{},""filters"":{}}]}]","{""37160670"":{""retired"":null,""Num"":""3999"",""!Batch"":""1"",""!Round"":""2"",""Image1"":""11_21_BC_000517.JPG"",""Image2"":""11_21_BC_000518.JPG"",""Image3"":""11_21_BC_000519.JPG"",""CamModel"":""Bushnell HD"",""#CamNumber"":""11"",""#SDCardNum"":""21"",""!ForestType"":""Deciduous"",""#ForestName"":""BC""}}",37160670
"1115",27129,190893358,"Rodne5262",1942046,"489202e586164d617778",12161,"Workflow 1.1",6.5,"2019-11-13 04:56:00 UTC",NA,NA,"{""source"":""api"",""session"":""76a0f3e5ac9acc5b55de0fbae99900b000c93de21075981e92d8e4dffce330be"",""viewport"":{""width"":1280,""height"":609},""started_at"":""2019-11-13T04:55:43.675Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2019-11-13T04:55:58.960Z"",""live_project"":true,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":731,""clientHeight"":548,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":731,""clientHeight"":548,""naturalWidth"":2000,""naturalHeight"":1500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2019-11-13T04:54:19.899Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""24539""}","[{""task"":""T0"",""value"":[{""choice"":""NOTHINGHERE"",""answers"":{},""filters"":{}}]}]","{""37823147"":{""retired"":{""id"":52413156,""workflow_id"":12161,""classifications_count"":5,""created_at"":""2019-10-29T16:54:34.716Z"",""updated_at"":""2020-01-28T22:55:48.612Z"",""retired_at"":""2020-01-28T22:55:48.594Z"",""subject_id"":37823147,""retirement_reason"":""classification_count""},"""":""3601"",""Num"":""3601"",""Image1"":""14_17_WF_000892.JPG"",""Image2"":""14_17_WF_000893.JPG"",""Image3"":""NA""}}",37823147
"1116",40198,199366778,"keandy16",1716700,"a4ee52292342a4dac62d",12161,"Workflow 1.1",6.5,"2020-01-13 02:58:45 UTC",NA,NA,"{""source"":""api"",""session"":""ea20e3ce930112e471603e46ae4ce83f7732ea053cedfe54e96dc500a5bc56f1"",""viewport"":{""width"":414,""height"":833},""started_at"":""2020-01-13T02:58:32.056Z"",""user_agent"":""Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1"",""utc_offset"":""18000"",""finished_at"":""2020-01-13T02:58:44.774Z"",""live_project"":true,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":338,""clientHeight"":254,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":338,""clientHeight"":254,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":338,""clientHeight"":254,""naturalWidth"":2000,""naturalHeight"":1500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2020-01-13T02:58:26.415Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""24539""}","[{""task"":""T0"",""value"":[{""choice"":""NOTHINGHERE"",""answers"":{},""filters"":{}}]}]","{""37160803"":{""retired"":null,""Num"":""4272"",""!Batch"":""1"",""!Round"":""2"",""Image1"":""11_21_BC_000994.JPG"",""Image2"":""11_21_BC_000995.JPG"",""Image3"":""11_21_BC_000996.JPG"",""CamModel"":""Bushnell HD"",""#CamNumber"":""11"",""#SDCardNum"":""21"",""!ForestType"":""Deciduous"",""#ForestName"":""BC""}}",37160803
"1117",30679,191626097,"Rodne5262",1942046,"98ada3adac2e724e3cf9",12161,"Workflow 1.1",6.5,"2019-11-19 00:10:19 UTC",NA,NA,"{""source"":""api"",""session"":""ed5be470004f6117e5a56000730d1b120af84f67d6ddc91cda780cd1f458bd2c"",""viewport"":{""width"":1280,""height"":609},""started_at"":""2019-11-19T00:10:06.918Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2019-11-19T00:10:19.021Z"",""live_project"":true,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":731,""clientHeight"":548,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":731,""clientHeight"":548,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":731,""clientHeight"":548,""naturalWidth"":2000,""naturalHeight"":1500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2019-11-19T00:08:49.033Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""24539""}","[{""task"":""T0"",""value"":[{""choice"":""NOTHINGHERE"",""answers"":{},""filters"":{}}]}]","{""37157358"":{""retired"":{""id"":51247944,""workflow_id"":12161,""classifications_count"":5,""created_at"":""2019-10-02T19:46:01.401Z"",""updated_at"":""2019-12-09T19:36:59.625Z"",""retired_at"":""2019-12-09T19:36:59.607Z"",""subject_id"":37157358,""retirement_reason"":""classification_count""},""Num"":""789"",""!Batch"":""1"",""!Round"":""2"",""Image1"":""06_09_DON_001801.JPG"",""Image2"":""06_09_DON_001802.JPG"",""Image3"":""06_09_DON_001803.JPG"",""CamModel"":""Bushnell HD"",""#CamNumber"":""6"",""#SDCardNum"":""9"",""!ForestType"":""Deciduous"",""#ForestName"":""DON""}}",37157358
"1118",11353,189387916,"Weigartz",1927542,"450aad986085648fc8f7",12161,"Workflow 1.1",6.5,"2019-11-03 23:57:41 UTC",NA,NA,"{""source"":""api"",""session"":""19ce2e9ecb6f9f2fe621fc41bfa434d16fbc7a4bd1f00cf40b35c3fad95f1fa9"",""viewport"":{""width"":1304,""height"":665},""started_at"":""2019-11-03T23:57:37.143Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2019-11-03T23:57:41.428Z"",""live_project"":true,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":762,""clientHeight"":571,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":762,""clientHeight"":571,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":762,""clientHeight"":571,""naturalWidth"":2000,""naturalHeight"":1500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2019-11-03T23:56:50.994Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""24539""}","[{""task"":""T0"",""value"":[{""choice"":""NOTHINGHERE"",""answers"":{},""filters"":{}}]}]","{""37158994"":{""retired"":{""id"":51245648,""workflow_id"":12161,""classifications_count"":5,""created_at"":""2019-10-02T18:21:02.092Z"",""updated_at"":""2019-12-12T00:55:16.599Z"",""retired_at"":""2019-12-12T00:55:16.585Z"",""subject_id"":37158994,""retirement_reason"":""classification_count""},""Num"":""2319"",""!Batch"":""1"",""!Round"":""2"",""Image1"":""06_09_DON_006405.JPG"",""Image2"":""06_09_DON_006406.JPG"",""Image3"":""06_09_DON_006407.JPG"",""CamModel"":""Bushnell HD"",""#CamNumber"":""6"",""#SDCardNum"":""9"",""!ForestType"":""Deciduous"",""#ForestName"":""DON""}}",37158994
"1119",18916,190328921,"sityle19",1946806,"ae7d751641a4e7c0a15c",12161,"Workflow 1.1",6.5,"2019-11-09 17:40:16 UTC",NA,NA,"{""source"":""api"",""session"":""71c8e9f030be2b9b1cb6f4222bc083a9a27a9b0c2bd39181fc3424fa054cd51f"",""viewport"":{""width"":1070,""height"":656},""started_at"":""2019-11-09T17:40:07.866Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15"",""utc_offset"":""18000"",""finished_at"":""2019-11-09T17:40:16.154Z"",""live_project"":true,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":632,""clientHeight"":474,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":632,""clientHeight"":474,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":632,""clientHeight"":474,""naturalWidth"":2000,""naturalHeight"":1500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2019-11-09T17:35:05.413Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""24539""}","[{""task"":""T0"",""value"":[{""choice"":""NOTHINGHERE"",""answers"":{},""filters"":{}}]}]","{""37158081"":{""retired"":{""id"":51239992,""workflow_id"":12161,""classifications_count"":5,""created_at"":""2019-10-02T15:58:12.660Z"",""updated_at"":""2019-11-14T21:46:35.904Z"",""retired_at"":""2019-11-14T21:46:35.884Z"",""subject_id"":37158081,""retirement_reason"":""classification_count""},""Num"":""1491"",""!Batch"":""1"",""!Round"":""2"",""Image1"":""06_09_DON_003915.JPG"",""Image2"":""06_09_DON_003916.JPG"",""Image3"":""06_09_DON_003917.JPG"",""CamModel"":""Bushnell HD"",""#CamNumber"":""6"",""#SDCardNum"":""9"",""!ForestType"":""Deciduous"",""#ForestName"":""DON""}}",37158081
"1120",19616,190349907,"keandy16",1716700,"3cd47c31ba6774062298",12161,"Workflow 1.1",6.5,"2019-11-09 19:50:08 UTC",NA,NA,"{""source"":""api"",""session"":""d68e457153736351f79b1e2ea656f71d45501cf34f6f906898a7bee32315829f"",""viewport"":{""width"":1248,""height"":664},""started_at"":""2019-11-09T19:50:01.471Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15"",""utc_offset"":""18000"",""finished_at"":""2019-11-09T19:50:08.217Z"",""live_project"":true,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":722,""clientHeight"":401,""naturalWidth"":2000,""naturalHeight"":1111},{""clientWidth"":722,""clientHeight"":401,""naturalWidth"":2000,""naturalHeight"":1111},{""clientWidth"":722,""clientHeight"":401,""naturalWidth"":2000,""naturalHeight"":1111}],""subject_selection_state"":{""retired"":false,""selected_at"":""2019-11-09T19:48:14.936Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""24539""}","[{""task"":""T0"",""value"":[{""choice"":""NOTHINGHERE"",""answers"":{},""filters"":{}}]}]","{""37821433"":{""retired"":null,"""":""2260"",""Num"":""2260"",""Image1"":""31_03_WHIP_0610.JPG"",""Image2"":""31_03_WHIP_0611.JPG"",""Image3"":""31_03_WHIP_0612.JPG""}}",37821433
"1121",24142,190642923,"Rodne5262",1942046,"489202e586164d617778",12161,"Workflow 1.1",6.5,"2019-11-11 18:53:43 UTC",NA,NA,"{""source"":""api"",""session"":""04d472152f45b12aeb250e54c1bc98a42274cd8c4102402665fee70612cfd0eb"",""viewport"":{""width"":1280,""height"":609},""started_at"":""2019-11-11T18:52:57.170Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2019-11-11T18:53:43.224Z"",""live_project"":true,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":741,""clientHeight"":411,""naturalWidth"":2000,""naturalHeight"":1111},{""clientWidth"":741,""clientHeight"":411,""naturalWidth"":2000,""naturalHeight"":1111},{""clientWidth"":741,""clientHeight"":411,""naturalWidth"":2000,""naturalHeight"":1111}],""subject_selection_state"":{""retired"":false,""selected_at"":""2019-11-11T18:50:59.350Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""24539""}","[{""task"":""T0"",""value"":[{""choice"":""OTHERBIRD"",""answers"":{""HOWMANY"":""1"",""YOUNGPRESENT"":""NO"",""WHATBEHAVIORSDOYOUSEE"":[""WALKINGRUNNING""],""ESTIMATEOFSNOWDEPTHSEETUTORIAL"":""NOSNOWBAREGROUND"",""ISITACTIVELYRAININGORSNOWINGINTHEPICTURE"":""NO""},""filters"":{}}]}]","{""37820588"":{""retired"":null,"""":""1595"",""Num"":""1595"",""Image1"":""33_23_DON_0175.JPG"",""Image2"":""33_23_DON_0176.JPG"",""Image3"":""33_23_DON_0177.JPG""}}",37820588
"1122",31761,191974452,"Weigartz",1927542,"d29968826296197fa3ca",12161,"Workflow 1.1",6.5,"2019-11-21 03:00:58 UTC",NA,NA,"{""source"":""api"",""session"":""995e28da58064e3238d87aa865583c088f93c582f29391ad49886a6d9ada71c4"",""viewport"":{""width"":1304,""height"":665},""started_at"":""2019-11-21T03:00:47.369Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2019-11-21T03:00:58.093Z"",""live_project"":true,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":762,""clientHeight"":423,""naturalWidth"":2000,""naturalHeight"":1111},{""clientWidth"":762,""clientHeight"":423,""naturalWidth"":2000,""naturalHeight"":1111},{""clientWidth"":762,""clientHeight"":423,""naturalWidth"":2000,""naturalHeight"":1111}],""subject_selection_state"":{""retired"":false,""selected_at"":""2019-11-21T03:00:02.043Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""24539""}","[{""task"":""T0"",""value"":[{""choice"":""HUMAN"",""answers"":{""HOWMANY"":""1"",""CHILDRENPRESENT"":""NO""},""filters"":{}}]}]","{""37162239"":{""retired"":{""id"":51238727,""workflow_id"":12161,""classifications_count"":5,""created_at"":""2019-10-02T15:29:18.687Z"",""updated_at"":""2020-01-10T23:05:20.413Z"",""retired_at"":""2020-01-10T23:05:20.384Z"",""subject_id"":37162239,""retirement_reason"":""classification_count""},""Num"":""5370"",""!Batch"":""1"",""!Round"":""2"",""Image1"":""23_16_SH_0106.JPG"",""Image2"":""23_16_SH_0107.JPG"",""Image3"":""23_16_SH_0108.JPG"",""CamModel"":""Browning"",""#CamNumber"":""23"",""#SDCardNum"":""16"",""!ForestType"":""Deciduous"",""#ForestName"":""SH""}}",37162239
"1123",26295,190722062,"bdcasa",1947808,"5beffe6ea6f90e18f832",12161,"Workflow 1.1",6.5,"2019-11-12 04:04:50 UTC",NA,NA,"{""source"":""api"",""session"":""b8f0452a064d17957515c4f5b58bc5273db96d475fa5e2164fb31f6d8f33b5d8"",""viewport"":{""width"":1600,""height"":758},""started_at"":""2019-11-12T03:58:07.933Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:70.0) Gecko/20100101 Firefox/70.0"",""utc_offset"":""18000"",""finished_at"":""2019-11-12T04:05:18.603Z"",""live_project"":true,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":910,""clientHeight"":683,""naturalWidth"":2000,""naturalHeight"":1500},null,null],""subject_selection_state"":{""retired"":false,""selected_at"":""2019-11-12T03:56:00.608Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""24539""}","[{""task"":""T0"",""value"":[{""choice"":""DEERWHITETAILED"",""answers"":{""HOWMANY"":""1"",""YOUNGPRESENT"":""NO"",""ANTLERSPRESENT"":""NO"",""WHATBEHAVIORSDOYOUSEE"":[""FORAGINGEATING"",""WALKINGRUNNING""],""ESTIMATEOFSNOWDEPTHSEETUTORIAL"":""NOSNOWBAREGROUND"",""ISITACTIVELYRAININGORSNOWINGINTHEPICTURE"":""NO""},""filters"":{}}]}]","{""37820457"":{""retired"":null,"""":""1491"",""Num"":""1491"",""Image1"":""06_41_DON_05300070.JPG"",""Image2"":""06_41_DON_05300071.JPG"",""Image3"":""06_41_DON_05300072.JPG""}}",37820457
"1124",24292,190655456,"Rodne5262",1942046,"489202e586164d617778",12161,"Workflow 1.1",6.5,"2019-11-11 20:07:49 UTC",NA,NA,"{""source"":""api"",""session"":""04d472152f45b12aeb250e54c1bc98a42274cd8c4102402665fee70612cfd0eb"",""viewport"":{""width"":1280,""height"":609},""started_at"":""2019-11-11T20:07:21.571Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2019-11-11T20:07:48.965Z"",""live_project"":true,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":731,""clientHeight"":548,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":731,""clientHeight"":548,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":731,""clientHeight"":548,""naturalWidth"":2000,""naturalHeight"":1500}],""subject_selection_state"":{""retired"":false,""selected_at"":""2019-11-11T20:06:37.862Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""24539""}","[{""task"":""T0"",""value"":[{""choice"":""NOTHINGHERE"",""answers"":{},""filters"":{}}]}]","{""37158598"":{""retired"":{""id"":51240389,""workflow_id"":12161,""classifications_count"":5,""created_at"":""2019-10-02T16:07:13.322Z"",""updated_at"":""2020-02-01T03:16:08.261Z"",""retired_at"":""2020-02-01T03:16:08.243Z"",""subject_id"":37158598,""retirement_reason"":""classification_count""},""Num"":""1922"",""!Batch"":""1"",""!Round"":""2"",""Image1"":""06_09_DON_005211.JPG"",""Image2"":""06_09_DON_005212.JPG"",""Image3"":""06_09_DON_005213.JPG"",""CamModel"":""Bushnell HD"",""#CamNumber"":""6"",""#SDCardNum"":""9"",""!ForestType"":""Deciduous"",""#ForestName"":""DON""}}",37158598
"1125",10673,189347839,"aeburn18",1939865,"9d2ace6711704e8b068a",12161,"Workflow 1.1",6.5,"2019-11-03 17:54:54 UTC",NA,NA,"{""source"":""api"",""session"":""38844e7aafe5f6cb520a6963be4235f42dac6de5f0614d04314740bb22af1a35"",""viewport"":{""width"":1440,""height"":837},""started_at"":""2019-11-03T17:54:45.920Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15"",""utc_offset"":""18000"",""finished_at"":""2019-11-03T17:54:54.216Z"",""live_project"":true,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":903,""clientHeight"":501,""naturalWidth"":2000,""naturalHeight"":1111},{""clientWidth"":903,""clientHeight"":501,""naturalWidth"":2000,""naturalHeight"":1111},{""clientWidth"":903,""clientHeight"":501,""naturalWidth"":2000,""naturalHeight"":1111}],""subject_selection_state"":{""retired"":false,""selected_at"":""2019-11-03T17:53:24.663Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""24539""}","[{""task"":""T0"",""value"":[{""choice"":""NOTHINGHERE"",""answers"":{},""filters"":{}}]}]","{""37820580"":{""retired"":{""id"":52407301,""workflow_id"":12161,""classifications_count"":5,""created_at"":""2019-10-29T14:01:37.397Z"",""updated_at"":""2019-11-26T01:46:19.792Z"",""retired_at"":""2019-11-26T01:46:19.777Z"",""subject_id"":37820580,""retirement_reason"":""classification_count""},"""":""1589"",""Num"":""1589"",""Image1"":""32_26_WF_0043.JPG"",""Image2"":""32_26_WF_0044.JPG"",""Image3"":""32_26_WF_0045.JPG""}}",37820580
